,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
802,기아 봉고3 15인승,206,144888,0,2902,노란색,,,,,,,,,,,1,,,,,,,,,,5500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157922&gubun=K
803,기아 봉고3 15인승,223,96416,0,2902,연두색,,,,,,,,,,,1,,,,,,,,,,6200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159890&gubun=K
804,기아 봉고3 킹캡,112,134565,0,2497,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,0.0,0,7.0,8597757,6500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160592&gubun=K
805,기아 봉고3 내장,50,204652,0,2497,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,2.0,608910,7.0,4528159,16800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161498&gubun=K
806,기아 봉고3 CRDi,123,225690,0,2497,청색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,7700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161491&gubun=K
807,기아 봉고3 킹캡,52,277186,0,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161495&gubun=K
808,기아 봉고3 CRDi,88,166623,0,2497,청색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,1.0,881780,1.0,304558,9500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161496&gubun=K
809,기아 봉고3 킹캡,97,136583,0,2497,청색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,596310,7500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161907&gubun=K
810,기아 봉고3 킹캡,108,305380,0,2497,흰색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,2.0,1093812,2.0,2687300,7500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162269&gubun=K
811,기아 봉고3 킹캡,58,184829,0,2497,청색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,2.0,1688010,1.0,1465008,11900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162792&gubun=K
812,기아 봉고3 킹캡,69,163676,0,2497,청색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162793&gubun=K
813,기아 봉고3 킹캡,126,265356,0,2497,청색,,,,,,,,,,,1,,,,,,,,,,5500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163002&gubun=K
814,기아 봉고3 킹캡,95,123992,0,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,2.0,621361,1.0,442883,8200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163377&gubun=K
815,기아 봉고3 내장,52,149795,0,2497,흰색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,1.0,490703,4.0,2832872,18900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163379&gubun=K
816,기아 더 뉴,30,9711,1,2359,청색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,5227489,2.0,6158449,12900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163380&gubun=K
817,기아 봉고3 ,188,210000,0,2902,흰색,,,,,,,,,,,1,5.0,0.0,0.0,0.0,0.0,1.0,823970,3.0,2758370,4700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140927&gubun=K
818,기아 봉고3 6인승,207,235000,0,2902,남색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,4.0,1385176,3.0,1993808,1500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162084&gubun=K
819,기아 봉고3 CRDi,180,55690,0,2902,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,293868,0.0,0,6300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160562&gubun=K
820,기아 봉고3 ,165,118429,0,2902,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,826293,4.0,8908016,5300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145026&gubun=K
821,기아 봉고3 CRDi,93,16602,0,2497,청색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154678&gubun=K
822,기아 봉고3 CRDi,160,211954,0,2902,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,4343606,8.0,16836883,3600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155672&gubun=K
823,기아 봉고3 CRDi,141,196441,0,2902,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,3602435,4.0,4862596,5300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158468&gubun=K
824,기아 봉고3 CRDi,137,106887,0,2902,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,320713,2.0,3952424,6200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158471&gubun=K
825,기아 봉고3 CRDi,130,112696,0,2497,흰색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,1.0,6256000,2.0,4712340,6700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158472&gubun=K
826,기아 봉고3 CRDi,156,148258,0,2902,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,2.0,3926430,5.0,5452336,6300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158485&gubun=K
827,기아 봉고3 내장,163,71660,0,2902,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,3.0,1518970,5.0,1897180,6900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158489&gubun=K
828,기아 봉고3 LPi,168,112834,0,2359,청색,,,,,,,,,,,1,,,,,,,,,,6900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159606&gubun=K
829,기아 봉고3 킹캡,80,293884,0,2497,청색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,1.0,663560,5.0,11327084,7500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160897&gubun=K
830,기아 봉고3 더블캡,154,159943,0,2902,청색,,,,,,,,,,,1,,,,,,,,,,4900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161548&gubun=K
831,기아 봉고3 더블캡,156,171390,0,2902,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,402500,3.0,1037406,7700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161554&gubun=K
832,기아 봉고3 ,53,10600,0,2497,흰색,,,,,,,,,,,0,,,,,,,,,,43500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163182&gubun=K
833,기아 봉고3 더블캡,46,5943,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,35000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158514&gubun=K
834,기아 봉고3 킹캡,132,178502,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,4500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162752&gubun=K
835,기아 봉고3 표준캡,149,185000,0,2902,기타색상,,,,,,,,,,,1,,,,,,,,,,3500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162549&gubun=K
836,기아 더 뉴,28,54000,0,2497,흰색,,,,,,,,,,,1,,,,,,,,,,16500000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160704&gubun=K
837,기아 봉고3 CRDi,163,102182,0,2902,흰색,,,,,,,,,,,1,,,,,,,,,,3500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162234&gubun=K
838,기아 봉고3 CRDi,95,51059,0,2497,흰색,,,,,,,,,,,1,,,,,,,,,,8400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162232&gubun=K
839,기아 봉고3 ,96,137200,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,5676310,1.0,476023,13700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161787&gubun=K
840,기아 봉고3 ,58,9000,0,2497,흰색,,,,,,,,,,,0,,,,,,,,,,54000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158823&gubun=K
841,기아 봉고3 ,25,10395,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,64000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2133137&gubun=K
842,기아 봉고3 CRDi,107,143000,0,2497,흰색,,,,,,,,,,,1,,,,,,,,,,25990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160984&gubun=K
843,기아 봉고3 냉동,88,353705,0,2497,녹색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,757806,11.0,10620372,5500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158541&gubun=K
844,기아 봉고3 CRDi,105,116946,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1690370,1.0,3059930,11900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157159&gubun=K
845,기아 봉고3 ,206,281983,0,2902,노란색,,,,,,,,,,,1,,,,,,,,,,3500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2133453&gubun=K
846,기아 봉고3 더블캡,102,138672,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,8000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158971&gubun=K
847,기아 그랜드 카니발,173,146480,0,2902,흰색,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,5.0,5518510,2.0,1655358,3990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152798&gubun=K
848,기아 그랜드 카니발,116,70000,0,2199,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,394673,0.0,0,11500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161500&gubun=K
849,기아 더 뉴,37,36000,0,2199,흰색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,34800000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161532&gubun=K
850,기아 그랜드 카니발,177,120000,0,2902,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,392690,0.0,0,5200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162621&gubun=K
851,기아 올 뉴,49,42000,0,2199,자주색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,26500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162802&gubun=K
852,기아 올 뉴,105,121425,0,2199,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,15990000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163762&gubun=K
853,기아 그랜드 카니발,191,183408,0,2902,검정색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2589110,3900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163393&gubun=K
854,기아 올 뉴,50,56000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,145010,1.0,575550,23600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155357&gubun=K
855,기아 올 뉴,80,79767,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,25500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153926&gubun=K
856,기아 더 뉴,42,23946,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,50500000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159554&gubun=K
857,기아 더 뉴,59,45633,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,48900000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163010&gubun=K
858,기아 올 뉴,104,41239,0,2199,검정색,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,,,,,,,,,,16200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2125186&gubun=K
859,기아 올 뉴,72,78156,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,5.0,9182687,0.0,0,17390000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162569&gubun=K
860,기아 더 뉴,52,79589,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,5.0,9673450,2.0,3267850,18400000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162603&gubun=K
861,기아 더 뉴,37,63731,0,2199,진회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,0.0,0.0,0.0,2.0,175788,1.0,0,22500000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151543&gubun=K
862,기아 올 뉴,76,126569,0,2199,검정색,,,,,,,,,,,1,,,,,,,,,,13990000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163430&gubun=K
863,기아 올 뉴,68,117000,0,2199,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,26000000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154860&gubun=K
864,기아 카니발 4세대,5,30,2,3470,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,76000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162111&gubun=K
865,기아 카니발 4세대,23,58,0,2151,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,18500000,렌트승계,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140005&gubun=K
866,기아 그랜드 카니발,173,146480,0,2902,흰색,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,5.0,5518510,2.0,1655358,3990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152798&gubun=K
867,기아 그랜드 카니발,116,70000,0,2199,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,394673,0.0,0,11500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161500&gubun=K
868,기아 더 뉴,37,36000,0,2199,흰색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,34800000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161532&gubun=K
869,기아 그랜드 카니발,177,120000,0,2902,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,392690,0.0,0,5200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162621&gubun=K
870,기아 올 뉴,49,42000,0,2199,자주색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,26500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162802&gubun=K
871,기아 올 뉴,105,121425,0,2199,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,15990000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163762&gubun=K
872,기아 그랜드 카니발,191,183408,0,2902,검정색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2589110,3900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163393&gubun=K
873,기아 올 뉴,50,56000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,145010,1.0,575550,23600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155357&gubun=K
874,기아 올 뉴,80,79767,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,25500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153926&gubun=K
875,기아 더 뉴,42,23946,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,50500000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159554&gubun=K
876,기아 더 뉴,59,45633,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,48900000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163010&gubun=K
877,기아 올 뉴,104,41239,0,2199,검정색,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,,,,,,,,,,16200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2125186&gubun=K
878,기아 올 뉴,72,78156,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,5.0,9182687,0.0,0,17390000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162569&gubun=K
879,기아 더 뉴,52,79589,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,5.0,9673450,2.0,3267850,18400000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162603&gubun=K
880,기아 더 뉴,37,63731,0,2199,진회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,0.0,0.0,0.0,2.0,175788,1.0,0,22500000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151543&gubun=K
881,기아 올 뉴,76,126569,0,2199,검정색,,,,,,,,,,,1,,,,,,,,,,13990000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163430&gubun=K
882,기아 올 뉴,68,117000,0,2199,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,26000000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154860&gubun=K
883,기아 카니발 4세대,5,30,2,3470,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,76000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162111&gubun=K
884,기아 카니발 4세대,23,58,0,2151,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,18500000,렌트승계,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140005&gubun=K
885,기아 더 뉴,43,34350,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,122448,42900000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163274&gubun=K
886,기아 더 뉴,38,58252,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,4907678,0.0,0,33990000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163284&gubun=K
887,기아 더 뉴,51,48458,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,510610,0.0,0,29900000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163288&gubun=K
888,기아 올 뉴,51,15800,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,49990000,86,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163759&gubun=K
889,기아 올 뉴,73,93876,0,2199,검정색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,4811413,24100000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2144207&gubun=K
890,기아 올 뉴,78,76418,0,2199,흰색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,1.0,1903100,1.0,1617380,21000000,64,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152633&gubun=K
891,기아 올 뉴,93,58815,0,2199,흰색,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,3.0,1156080,0.0,0,20490000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153172&gubun=K
892,기아 더 뉴,60,30118,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1795184,0.0,0,38990000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153762&gubun=K
893,기아 올 뉴,95,60447,0,2199,검정색,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,3759203,0.0,0,21700000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159633&gubun=K
894,기아 더 뉴,55,36557,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,530760,39300000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159991&gubun=K
895,기아 더 뉴,56,52890,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,38500000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159990&gubun=K
896,기아 카니발 4세대,36,11057,2,3470,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,64300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161445&gubun=K
897,기아 카니발 4세대,14,18128,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,64700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161446&gubun=K
898,기아 올 뉴,61,75732,0,2199,흰색,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,1716812,0.0,0,24500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161643&gubun=K
899,기아 더 뉴,41,53268,0,2199,검정색,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,420346,31900000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162121&gubun=K
900,기아 더 뉴,55,94125,0,2199,흰색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,22800000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149078&gubun=K
901,기아 더 뉴,31,40825,0,2199,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27600000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161031&gubun=K
902,기아 뉴 카니발,104,148000,0,2902,검정색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,2800000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130258&gubun=K
903,기아 더 뉴,59,79617,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,,,,,,,,,,26900000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163760&gubun=K
904,기아 더 뉴,57,41167,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,8967650,1.0,517230,25500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162215&gubun=K
905,기아 그랜드 카니발,142,162469,0,2199,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,4.0,2188864,2.0,2262410,6700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148620&gubun=K
906,기아 카니발 4세대,16,9,0,2151,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,90400000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2121405&gubun=K
907,기아 카니발 4세대,17,2063,2,3470,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,90400000,226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2124102&gubun=K
908,기아 카니발 4세대,0,8,0,2151,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,90400000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136593&gubun=K
909,기아 카니발 4세대,0,8,0,2151,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,90400000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147616&gubun=K
910,기아 카니발 4세대,1,8,0,2151,검정색,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,,,,,,,,,,90400000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147903&gubun=K
